property,unit,depth_interval,year_interval,type,Resolution,scaler,filename,description,s3 paths,DOI
bd.core,kg/m3,30..60cm,2010-2015,p0.84,120m,0.01,bd.core_iso.11272.2017.g.cm3,"Bulk density, <2mm fraction, dry is the weight per unit volume of the <2 mm fraction, with volume measured in laboratory;
Block prediction for soil core bulk density [kg/m3] between depths across five years.",https://s3.opengeohub.org/global-soil/global_soil_props_v20250204_mosaics/bd.core_iso.11272.2017.g.cm3_p84_120m_b30cm..60cm_20100101_20151231_g_epsg.4326_v20250204.tif,
bd.core,kg/m3,30..60cm,2015-2020,p0.84,120m,0.01,bd.core_iso.11272.2017.g.cm3,"Bulk density, <2mm fraction, dry is the weight per unit volume of the <2 mm fraction, with volume measured in laboratory;
Block prediction for soil core bulk density [kg/m3] between depths across five years.",https://s3.opengeohub.org/global-soil/global_soil_props_v20250204_mosaics/bd.core_iso.11272.2017.g.cm3_p84_120m_b30cm..60cm_20150101_20201231_g_epsg.4326_v20250204.tif,
bd.core,kg/m3,30..60cm,2020-2022,p0.84,120m,0.01,bd.core_iso.11272.2017.g.cm3,"Bulk density, <2mm fraction, dry is the weight per unit volume of the <2 mm fraction, with volume measured in laboratory;
Block prediction for soil core bulk density [kg/m3] between depths across five years.",https://s3.opengeohub.org/global-soil/global_soil_props_v20250204_mosaics/bd.core_iso.11272.2017.g.cm3_p84_120m_b30cm..60cm_20200101_20221231_g_epsg.4326_v20250204.tif,
bd.core,kg/m3,60..100cm,2000-2005,p0.84,120m,0.01,bd.core_iso.11272.2017.g.cm3,"Bulk density, <2mm fraction, dry is the weight per unit volume of the <2 mm fraction, with volume measured in laboratory;
Block prediction for soil core bulk density [kg/m3] between depths across five years.",https://s3.opengeohub.org/global-soil/global_soil_props_v20250204_mosaics/bd.core_iso.11272.2017.g.cm3_p84_120m_b60cm..100cm_20000101_20051231_g_epsg.4326_v20250204.tif,
bd.core,kg/m3,60..100cm,2005-2010,p0.84,120m,0.01,bd.core_iso.11272.2017.g.cm3,"Bulk density, <2mm fraction, dry is the weight per unit volume of the <2 mm fraction, with volume measured in laboratory;
Block prediction for soil core bulk density [kg/m3] between depths across five years.",https://s3.opengeohub.org/global-soil/global_soil_props_v20250204_mosaics/bd.core_iso.11272.2017.g.cm3_p84_120m_b60cm..100cm_20050101_20101231_g_epsg.4326_v20250204.tif,
bd.core,kg/m3,60..100cm,2010-2015,p0.84,120m,0.01,bd.core_iso.11272.2017.g.cm3,"Bulk density, <2mm fraction, dry is the weight per unit volume of the <2 mm fraction, with volume measured in laboratory;
Block prediction for soil core bulk density [kg/m3] between depths across five years.",https://s3.opengeohub.org/global-soil/global_soil_props_v20250204_mosaics/bd.core_iso.11272.2017.g.cm3_p84_120m_b60cm..100cm_20100101_20151231_g_epsg.4326_v20250204.tif,
bd.core,kg/m3,60..100cm,2015-2020,p0.84,120m,0.01,bd.core_iso.11272.2017.g.cm3,"Bulk density, <2mm fraction, dry is the weight per unit volume of the <2 mm fraction, with volume measured in laboratory;
Block prediction for soil core bulk density [kg/m3] between depths across five years.",https://s3.opengeohub.org/global-soil/global_soil_props_v20250204_mosaics/bd.core_iso.11272.2017.g.cm3_p84_120m_b60cm..100cm_20150101_20201231_g_epsg.4326_v20250204.tif,
bd.core,kg/m3,60..100cm,2020-2022,p0.84,120m,0.01,bd.core_iso.11272.2017.g.cm3,"Bulk density, <2mm fraction, dry is the weight per unit volume of the <2 mm fraction, with volume measured in laboratory;
Block prediction for soil core bulk density [kg/m3] between depths across five years.",https://s3.opengeohub.org/global-soil/global_soil_props_v20250204_mosaics/bd.core_iso.11272.2017.g.cm3_p84_120m_b60cm..100cm_20200101_20221231_g_epsg.4326_v20250204.tif,
sand,%,0..30cm,2020-2022,mean,30m,,sand.tot_iso.11277.2020.wpct,Block prediction for sand weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/sand.tot_iso.11277.2020.wpct_m_30m_b0cm..30cm_20200101_20221231_g_epsg.4326_v20250523.tif,
sand,%,30..60cm,2020-2022,mean,30m,,sand.tot_iso.11277.2020.wpct,Block prediction for sand weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/sand.tot_iso.11277.2020.wpct_m_30m_b30cm..60cm_20200101_20221231_g_epsg.4326_v20250523.tif,
sand,%,60..100cm,2020-2022,mean,30m,,sand.tot_iso.11277.2020.wpct,Block prediction for sand weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/sand.tot_iso.11277.2020.wpct_m_30m_b60cm..100cm_20200101_20221231_g_epsg.4326_v20250523.tif,
sand,%,0..30cm,2020-2022,mean,120m,,sand.tot_iso.11277.2020.wpct,Block prediction for sand weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/sand.tot_iso.11277.2020.wpct_m_120m_b0cm..30cm_20200101_20221231_g_epsg.4326_v20250523.tif,
sand,%,30..60cm,2020-2022,mean,120m,,sand.tot_iso.11277.2020.wpct,Block prediction for sand weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/sand.tot_iso.11277.2020.wpct_m_120m_b30cm..60cm_20200101_20221231_g_epsg.4326_v20250523.tif,
sand,%,60..100cm,2020-2022,mean,120m,,sand.tot_iso.11277.2020.wpct,Block prediction for sand weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/sand.tot_iso.11277.2020.wpct_m_120m_b60cm..100cm_20200101_20221231_g_epsg.4326_v20250523.tif,
sand,%,0..30cm,2020-2022,p0.16,120m,,sand.tot_iso.11277.2020.wpct,Block prediction for sand weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/sand.tot_iso.11277.2020.wpct_p16_120m_b0cm..30cm_20200101_20221231_g_epsg.4326_v20250523.tif,
sand,%,30..60cm,2020-2022,p0.16,120m,,sand.tot_iso.11277.2020.wpct,Block prediction for sand weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/sand.tot_iso.11277.2020.wpct_p16_120m_b30cm..60cm_20200101_20221231_g_epsg.4326_v20250523.tif,
sand,%,60..100cm,2020-2022,p0.16,120m,,sand.tot_iso.11277.2020.wpct,Block prediction for sand weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/sand.tot_iso.11277.2020.wpct_p16_120m_b60cm..100cm_20200101_20221231_g_epsg.4326_v20250523.tif,
sand,%,0..30cm,2020-2022,p0.84,120m,,sand.tot_iso.11277.2020.wpct,Block prediction for sand weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/sand.tot_iso.11277.2020.wpct_p84_120m_b0cm..30cm_20200101_20221231_g_epsg.4326_v20250523.tif,
sand,%,30..60cm,2020-2022,p0.84,120m,,sand.tot_iso.11277.2020.wpct,Block prediction for sand weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/sand.tot_iso.11277.2020.wpct_p84_120m_b30cm..60cm_20200101_20221231_g_epsg.4326_v20250523.tif,
sand,%,60..100cm,2020-2022,p0.84,120m,,sand.tot_iso.11277.2020.wpct,Block prediction for sand weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/sand.tot_iso.11277.2020.wpct_p84_120m_b60cm..100cm_20200101_20221231_g_epsg.4326_v20250523.tif,
silt,%,0..30cm,2020-2022,mean,30m,,silt.tot_iso.11277.2020.wpct,Block prediction for soil silt weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/silt.tot_iso.11277.2020.wpct_m_30m_b0cm..30cm_20200101_20221231_g_epsg.4326_v20250523.tif,
silt,%,30..60cm,2020-2022,mean,30m,,silt.tot_iso.11277.2020.wpct,Block prediction for soil silt weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/silt.tot_iso.11277.2020.wpct_m_30m_b30cm..60cm_20200101_20221231_g_epsg.4326_v20250523.tif,
silt,%,60..100cm,2020-2022,mean,30m,,silt.tot_iso.11277.2020.wpct,Block prediction for soil silt weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/silt.tot_iso.11277.2020.wpct_m_30m_b60cm..100cm_20200101_20221231_g_epsg.4326_v20250523.tif,
silt,%,0..30cm,2020-2022,mean,120m,,silt.tot_iso.11277.2020.wpct,Block prediction for soil silt weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/silt.tot_iso.11277.2020.wpct_m_120m_b0cm..30cm_20200101_20221231_g_epsg.4326_v20250523.tif,
silt,%,30..60cm,2020-2022,mean,120m,,silt.tot_iso.11277.2020.wpct,Block prediction for soil silt weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/silt.tot_iso.11277.2020.wpct_m_120m_b30cm..60cm_20200101_20221231_g_epsg.4326_v20250523.tif,
silt,%,60..100cm,2020-2022,mean,120m,,silt.tot_iso.11277.2020.wpct,Block prediction for soil silt weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/silt.tot_iso.11277.2020.wpct_m_120m_b60cm..100cm_20200101_20221231_g_epsg.4326_v20250523.tif,
silt,%,0..30cm,2020-2022,p0.16,120m,,silt.tot_iso.11277.2020.wpct,Block prediction for soil silt weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/silt.tot_iso.11277.2020.wpct_p16_120m_b0cm..30cm_20200101_20221231_g_epsg.4326_v20250523.tif,
silt,%,30..60cm,2020-2022,p0.16,120m,,silt.tot_iso.11277.2020.wpct,Block prediction for soil silt weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/silt.tot_iso.11277.2020.wpct_p16_120m_b30cm..60cm_20200101_20221231_g_epsg.4326_v20250523.tif,
silt,%,60..100cm,2020-2022,p0.16,120m,,silt.tot_iso.11277.2020.wpct,Block prediction for soil silt weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/silt.tot_iso.11277.2020.wpct_p16_120m_b60cm..100cm_20200101_20221231_g_epsg.4326_v20250523.tif,
silt,%,0..30cm,2020-2022,p0.84,120m,,silt.tot_iso.11277.2020.wpct,Block prediction for soil silt weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/silt.tot_iso.11277.2020.wpct_p84_120m_b0cm..30cm_20200101_20221231_g_epsg.4326_v20250523.tif,
silt,%,30..60cm,2020-2022,p0.84,120m,,silt.tot_iso.11277.2020.wpct,Block prediction for soil silt weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/silt.tot_iso.11277.2020.wpct_p84_120m_b30cm..60cm_20200101_20221231_g_epsg.4326_v20250523.tif,
silt,%,60..100cm,2020-2022,p0.84,120m,,silt.tot_iso.11277.2020.wpct,Block prediction for soil silt weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/silt.tot_iso.11277.2020.wpct_p84_120m_b60cm..100cm_20200101_20221231_g_epsg.4326_v20250523.tif,
clay,%,0..30cm,2020-2022,mean,30m,,clay.tot_iso.11277.2020.wpct,Block prediction for soil clay weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/clay.tot_iso.11277.2020.wpct_m_30m_b0cm..30cm_20200101_20221231_g_epsg.4326_v20250523.tif,
clay,%,30..60cm,2020-2022,mean,30m,,clay.tot_iso.11277.2020.wpct,Block prediction for soil clay weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/clay.tot_iso.11277.2020.wpct_m_30m_b30cm..60cm_20200101_20221231_g_epsg.4326_v20250523.tif,
clay,%,60..100cm,2020-2022,mean,30m,,clay.tot_iso.11277.2020.wpct,Block prediction for soil clay weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/clay.tot_iso.11277.2020.wpct_m_30m_b60cm..100cm_20200101_20221231_g_epsg.4326_v20250523.tif,
clay,%,0..30cm,2020-2022,mean,120m,,clay.tot_iso.11277.2020.wpct,Block prediction for soil clay weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/clay.tot_iso.11277.2020.wpct_m_120m_b0cm..30cm_20200101_20221231_g_epsg.4326_v20250523.tif,
clay,%,30..60cm,2020-2022,mean,120m,,clay.tot_iso.11277.2020.wpct,Block prediction for soil clay weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/clay.tot_iso.11277.2020.wpct_m_120m_b30cm..60cm_20200101_20221231_g_epsg.4326_v20250523.tif,
clay,%,60..100cm,2020-2022,mean,120m,,clay.tot_iso.11277.2020.wpct,Block prediction for soil clay weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/clay.tot_iso.11277.2020.wpct_m_120m_b60cm..100cm_20200101_20221231_g_epsg.4326_v20250523.tif,
clay,%,0..30cm,2020-2022,p0.16,120m,,clay.tot_iso.11277.2020.wpct,Block prediction for soil clay weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/clay.tot_iso.11277.2020.wpct_p16_120m_b0cm..30cm_20200101_20221231_g_epsg.4326_v20250523.tif,
clay,%,30..60cm,2020-2022,p0.16,120m,,clay.tot_iso.11277.2020.wpct,Block prediction for soil clay weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/clay.tot_iso.11277.2020.wpct_p16_120m_b30cm..60cm_20200101_20221231_g_epsg.4326_v20250523.tif,
clay,%,60..100cm,2020-2022,p0.16,120m,,clay.tot_iso.11277.2020.wpct,Block prediction for soil clay weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/clay.tot_iso.11277.2020.wpct_p16_120m_b60cm..100cm_20200101_20221231_g_epsg.4326_v20250523.tif,
clay,%,0..30cm,2020-2022,p0.84,120m,,clay.tot_iso.11277.2020.wpct,Block prediction for soil clay weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/clay.tot_iso.11277.2020.wpct_p84_120m_b0cm..30cm_20200101_20221231_g_epsg.4326_v20250523.tif,
clay,%,30..60cm,2020-2022,p0.84,120m,,clay.tot_iso.11277.2020.wpct,Block prediction for soil clay weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/clay.tot_iso.11277.2020.wpct_p84_120m_b30cm..60cm_20200101_20221231_g_epsg.4326_v20250523.tif,
clay,%,60..100cm,2020-2022,p0.84,120m,,clay.tot_iso.11277.2020.wpct,Block prediction for soil clay weight percent [%] between depths across five years.,https://s3.opengeohub.org/global-soil/global_soil_props_v20250523/clay.tot_iso.11277.2020.wpct_p84_120m_b60cm..100cm_20200101_20221231_g_epsg.4326_v20250523.tif,
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.aquic.dystruderts_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481407
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.aquic.hapluderts_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481407
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.chromic.dystruderts_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481407
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.chromic.hapluderts_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481407
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.oxyaquic.dystruderts_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481407
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.oxyaquic.hapluderts_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481407
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.typic.hapluderts_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481407
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.aquic.haplocalcids_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481409
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.argic.petrocalcids_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481409
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.calcic.lithic.petrocalcids_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481409
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.calcic.petrocalcids_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481409
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.durinodic.haplocalcids_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481409
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.durinodic.xeric.haplocalcids_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481409
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.lithic.haplocalcids_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481409
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.lithic.ustic.haplocalcids_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481409
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.lithic.xeric.haplocalcids_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481409
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.petronodic.ustic.haplocalcids_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481409
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.sodic.haplocalcids_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481409
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.sodic.ustic.haplocalcids_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481409
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.typic.haplocalcids_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481409
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.typic.petrocalcids_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481409
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.ustalfic.petrocalcids_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481409
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.ustic.haplocalcids_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481409
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.ustic.petrocalcids_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481409
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.xeric.haplocalcids_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481409
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.alfic.humic.vitrixerands_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481411
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.alfic.vitrixerands_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481411
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.humic.haploxerands_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481411
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.humic.vitrixerands_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481411
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.typic.vitrixerands_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481411
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.anthroportic.udorthents_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481413
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.aquic.cryorthents_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481413
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.aquic.udorthents_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481413
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.aridic.lithic.ustorthents_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481413
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.aridic.ustorthents_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481413
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.duric.torriorthents_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481413
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.dystric.xerorthents_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481413
soil.type,%,,2000-2022,,30m,,soil.types_p,"Ensemble prediction of the probability of a specific soil type, based on USDA subgroup taxa, stable over time.",https://s3.opengeohub.org/global-soil/soil_types_v20250403/soil.types_ensemble.lithic.cryorthents_p_30m_s_20000101_20221231_g_epsg.4326_v20250403.tif,https://doi.org/10.5281/zenodo.15481413
